Ranking,Prob_Fraude_%,Nivel_Risco,Cliente,Merchant,Categoria,Valor_R$,Motivos_Suspeita,Score_Regras,Media_Cliente_R$,Valor_Relativo_x,Taxa_Fraude_Merchant_%,Data_Analise
999,81.17,🔴 CRÍTICO,C2117552812,M1053599405,es_health,120.81,Merchant com histórico de fraudes (11.3%),0,422.55,0.28590778860773036,11.25,2026-01-09 17:51
1000,81.06,🔴 CRÍTICO,C1902104464,M348934600,es_transportation,133.14,Merchant com histórico de fraudes (43.9%),1,44.38,3.0001802046048986,43.88,2026-01-09 17:51
1001,80.99,🔴 CRÍTICO,C1158875335,M348934600,es_transportation,191.79,Merchant com histórico de fraudes (43.9%),0,778.42,0.2463824339352558,43.88,2026-01-09 17:51
1002,80.97,🔴 CRÍTICO,C984099618,M1823072687,es_transportation,178.53,Merchant com histórico de fraudes (57.2%),0,129.94,1.3739206617266113,57.24,2026-01-09 17:51
1003,80.91,🔴 CRÍTICO,C2100825064,M855959430,es_hyper,329.45,Merchant com histórico de fraudes (70.7%),0,287.46,1.1460724930561732,70.71,2026-01-09 17:51
1004,80.88,🔴 CRÍTICO,C2091703695,M348934600,es_transportation,229.54,Merchant com histórico de fraudes (7.4%),0,266.8,0.8603386821563506,7.42,2026-01-09 17:51
1005,80.88,🔴 CRÍTICO,C1166355595,M1842530320,es_tech,111.47,Merchant com histórico de fraudes (81.9%),1,35.21,3.165671166551508,81.9,2026-01-09 17:51
1006,80.82,🔴 CRÍTICO,C1240746302,M348934600,es_transportation,245.34,Merchant com histórico de fraudes (43.9%),1,79.46,3.0874801855092024,43.88,2026-01-09 17:51
1007,80.81,🔴 CRÍTICO,C307655955,M348934600,es_transportation,46.16,Merchant com histórico de fraudes (81.9%),0,31.33,1.4733968314785169,81.9,2026-01-09 17:51
1008,80.79,🔴 CRÍTICO,C236999052,M1823072687,es_transportation,87.04,Merchant com histórico de fraudes (81.9%),0,216.08,0.40281998486885834,81.9,2026-01-09 17:51
1009,80.76,🔴 CRÍTICO,C72452640,M348934600,es_transportation,161.03,Merchant com histórico de fraudes (21.0%),0,101.54,1.5859283228445384,20.97,2026-01-09 17:51
1010,80.73,🔴 CRÍTICO,C1196357413,M1823072687,es_transportation,217.55,Padrão geral suspeito detectado pelo modelo,1,56.02,3.8831660925768117,1.63,2026-01-09 17:51
1011,80.73,🔴 CRÍTICO,C1784864427,M348934600,es_transportation,64.76,Merchant com histórico de fraudes (81.9%),0,269.37,0.24041281419455465,81.9,2026-01-09 17:51
1012,80.7,🔴 CRÍTICO,C1333661820,M348934600,es_transportation,200.69,Padrão geral suspeito detectado pelo modelo,0,502.77,0.3991705899860858,1.63,2026-01-09 17:51
1013,80.69,🔴 CRÍTICO,C1236503001,M1053599405,es_health,54.22,Merchant com histórico de fraudes (81.9%),0,89.38,0.6066114220479278,81.9,2026-01-09 17:51
1014,80.55,🔴 CRÍTICO,C484268062,M85975013,es_food,107.1,Merchant com histórico de fraudes (64.6%),0,55.32,1.9360207096407709,64.57,2026-01-09 17:51
1015,80.52,🔴 CRÍTICO,C507831273,M348934600,es_transportation,244.6,Merchant com histórico de fraudes (43.9%),0,129.94,1.8823782773669921,43.88,2026-01-09 17:51
1016,80.25,🔴 CRÍTICO,C2005093875,M85975013,es_food,161.25,Valor acima do padrão do cliente | Merchant com histórico de fraudes (34.8%),2,35.53,4.538418110373822,34.8,2026-01-09 17:51
1017,80.06,🔴 CRÍTICO,C1899748276,M85975013,es_food,165.31,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.9%) | Valor 6.0x acima da média,2,27.65,5.979568521893744,83.9,2026-01-09 17:51
1018,79.75,🟠 ALTO,C1136643517,M348934600,es_transportation,182.04,Merchant com histórico de fraudes (43.9%),0,67.11,2.712734663879715,43.88,2026-01-09 17:51
1019,79.72,🟠 ALTO,C605859862,M348934600,es_transportation,184.66,Merchant com histórico de fraudes (10.4%),0,154.97,1.1916046836168572,10.42,2026-01-09 17:51
1020,79.66,🟠 ALTO,C748358246,M348934600,es_transportation,125.56,Merchant com histórico de fraudes (57.2%),0,216.17,0.5808458691484805,57.24,2026-01-09 17:51
1021,79.61,🟠 ALTO,C24198147,M348934600,es_transportation,19.88,Merchant com histórico de fraudes (81.9%),0,112.01,0.17748003191176676,81.9,2026-01-09 17:51
1022,79.55,🟠 ALTO,C1437990673,M1823072687,es_transportation,90.78,Merchant com histórico de fraudes (21.0%),0,378.51,0.23983296434533327,20.97,2026-01-09 17:51
1023,79.4,🟠 ALTO,C2119675022,M348934600,es_transportation,137.74,Merchant com histórico de fraudes (34.8%),0,612.93,0.22472478355967912,34.8,2026-01-09 17:51
1024,79.36,🟠 ALTO,C279066833,M1823072687,es_transportation,1.98,Merchant com histórico de fraudes (81.9%),0,172.08,0.01150627608376176,81.9,2026-01-09 17:51
1025,79.34,🟠 ALTO,C712367267,M1823072687,es_transportation,212.86,Merchant com histórico de fraudes (43.9%),0,110.73,1.9222927394199174,43.88,2026-01-09 17:51
1026,79.34,🟠 ALTO,C1433092877,M348934600,es_transportation,241.58,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%),2,50.56,4.778207291348018,11.47,2026-01-09 17:51
1027,79.17,🟠 ALTO,C1269635185,M348934600,es_transportation,59.57,Merchant com histórico de fraudes (81.9%),0,108.17,0.5507199431370796,81.9,2026-01-09 17:51
1028,79.17,🟠 ALTO,C332239974,M1823072687,es_transportation,160.09,Merchant com histórico de fraudes (11.5%),0,176.45,0.9072670858117058,11.47,2026-01-09 17:51
1029,79.16,🟠 ALTO,C647089636,M348934600,es_transportation,195.44,Merchant com histórico de fraudes (21.0%),1,45.42,4.303423884103845,20.97,2026-01-09 17:51
1030,79.11,🟠 ALTO,C1580955370,M1823072687,es_transportation,188.98,Merchant com histórico de fraudes (43.9%),0,222.82,0.8481209178262428,43.88,2026-01-09 17:51
1031,79.08,🟠 ALTO,C1547689237,M348934600,es_transportation,426.99,Merchant com histórico de fraudes (43.9%),0,266.8,1.6004008621327008,43.88,2026-01-09 17:51
1032,78.95,🟠 ALTO,C795132749,M348934600,es_transportation,111.27,Merchant com histórico de fraudes (81.9%),0,46.04,2.416696591214382,81.9,2026-01-09 17:51
1033,78.82,🟠 ALTO,C590614528,M348934600,es_transportation,183.89,Padrão geral suspeito detectado pelo modelo,1,48.68,3.777704005224074,1.63,2026-01-09 17:51
1034,78.72,🟠 ALTO,C1056476734,M348934600,es_transportation,195.81,Valor acima do padrão do cliente | Merchant com histórico de fraudes (57.2%) | Valor 5.3x acima da média,2,36.75,5.327997429444441,57.24,2026-01-09 17:51
1035,78.51,🟠 ALTO,C407219337,M1823072687,es_transportation,32.3,Merchant com histórico de fraudes (83.4%),0,180.73,0.1787233156546515,83.4,2026-01-09 17:51
1036,78.48,🟠 ALTO,C2704357,M348934600,es_transportation,169.64,Merchant com histórico de fraudes (80.0%),0,110.41,1.5365168682849577,80.0,2026-01-09 17:51
1037,78.47,🟠 ALTO,C2016264883,M1823072687,es_transportation,220.24,Merchant com histórico de fraudes (66.7%),0,154.46,1.4258707663740078,66.67,2026-01-09 17:51
1038,78.4,🟠 ALTO,C1013313546,M923029380,es_home,139.36,Merchant com histórico de fraudes (34.8%),0,182.93,0.7618145167404159,34.8,2026-01-09 17:51
1039,78.4,🟠 ALTO,C135434041,M151143676,es_barsandrestaurants,259.59,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%),2,52.22,4.970968395495876,11.47,2026-01-09 17:51
1040,78.27,🟠 ALTO,C35785606,M1600850729,es_fashion,158.12,Valor acima do padrão do cliente | Merchant com histórico de fraudes (21.0%) | Valor 5.0x acima da média,2,31.33,5.0466079580302,20.97,2026-01-09 17:51
1041,78.14,🟠 ALTO,C696806398,M348934600,es_transportation,22.51,Merchant com histórico de fraudes (81.9%),0,32.55,0.6915128114428997,81.9,2026-01-09 17:51
1042,78.13,🟠 ALTO,C808977147,M348934600,es_transportation,96.73,Merchant com histórico de fraudes (81.9%),1,31.71,3.0500449488724564,81.9,2026-01-09 17:51
1043,78.11,🟠 ALTO,C1102464953,M348934600,es_transportation,105.84,Padrão geral suspeito detectado pelo modelo,0,302.7,0.3496509929184496,4.24,2026-01-09 17:51
1044,78.08,🟠 ALTO,C1486069778,M480139044,es_health,179.32,Padrão geral suspeito detectado pelo modelo,0,266.8,0.6721091421289396,4.24,2026-01-09 17:51
1045,78.03,🟠 ALTO,C1935421495,M348934600,es_transportation,250.57,Valor acima do padrão do cliente | Merchant com histórico de fraudes (10.4%) | Valor 6.9x acima da média,2,36.1,6.941792734565058,10.42,2026-01-09 17:51
1046,78.0,🟠 ALTO,C74457300,M348934600,es_transportation,154.89,Merchant com histórico de fraudes (11.5%),0,115.28,1.3436221802336668,11.47,2026-01-09 17:51
1047,77.99,🟠 ALTO,C1122213892,M1823072687,es_transportation,152.45,Padrão geral suspeito detectado pelo modelo,0,778.42,0.19584442386688433,4.24,2026-01-09 17:51
1048,77.92,🟠 ALTO,C2034859281,M348934600,es_transportation,85.83,Merchant com histórico de fraudes (22.8%),0,660.17,0.13001262287804197,22.77,2026-01-09 17:51
1049,77.74,🟠 ALTO,C2026269026,M1198415165,es_wellnessandbeauty,1.7,Merchant com histórico de fraudes (70.7%),0,46.57,0.036501405247652996,70.71,2026-01-09 17:51
1050,77.69,🟠 ALTO,C515668508,M1823072687,es_transportation,206.16,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 5.1x acima da média,2,40.19,5.129137801041506,43.88,2026-01-09 17:51
1051,77.65,🟠 ALTO,C129386345,M1823072687,es_transportation,181.51,Merchant com histórico de fraudes (43.9%),0,70.84,2.562252928257299,43.88,2026-01-09 17:51
1052,77.32,🟠 ALTO,C1007790716,M348934600,es_transportation,177.02,Merchant com histórico de fraudes (43.9%),0,275.48,0.6425822977956873,43.88,2026-01-09 17:51
1053,76.99,🟠 ALTO,C1467832188,M1823072687,es_transportation,182.97,Merchant com histórico de fraudes (21.0%),0,97.41,1.8782680384429522,20.97,2026-01-09 17:51
1054,76.83,🟠 ALTO,C2007043031,M85975013,es_food,304.65,Merchant com histórico de fraudes (43.9%),0,266.8,1.1418584103813374,43.88,2026-01-09 17:51
1055,76.78,🟠 ALTO,C105845174,M348934600,es_transportation,96.18,Merchant com histórico de fraudes (21.0%),0,282.53,0.34042402456226234,20.97,2026-01-09 17:51
1056,76.68,🟠 ALTO,C574062699,M151143676,es_barsandrestaurants,345.39,Merchant com histórico de fraudes (43.9%),0,183.9,1.8781743268238995,43.88,2026-01-09 17:51
1057,76.52,🟠 ALTO,C2113973089,M1946091778,es_wellnessandbeauty,152.87,Merchant com histórico de fraudes (7.4%),0,236.13,0.6474102714606211,7.42,2026-01-09 17:51
1058,76.5,🟠 ALTO,C204633978,M348934600,es_transportation,139.14,Merchant com histórico de fraudes (57.2%),0,269.37,0.5165385881258544,57.24,2026-01-09 17:51
1059,76.45,🟠 ALTO,C433355159,M1823072687,es_transportation,0.8,Padrão geral suspeito detectado pelo modelo,0,378.51,0.002113531300685907,4.24,2026-01-09 17:51
1060,76.36,🟠 ALTO,C1780497356,M348934600,es_transportation,192.32,Valor acima do padrão do cliente | Merchant com histórico de fraudes (64.6%),2,38.75,4.962945968441063,64.57,2026-01-09 17:51
1061,76.35,🟠 ALTO,C749077907,M348934600,es_transportation,149.68,Merchant com histórico de fraudes (81.9%),0,266.8,0.561015482901292,81.9,2026-01-09 17:51
1062,76.29,🟠 ALTO,C1303226190,M1823072687,es_transportation,74.39,Merchant com histórico de fraudes (81.9%),0,108.12,0.6880388808694649,81.9,2026-01-09 17:51
1063,76.14,🟠 ALTO,C251449240,M1823072687,es_transportation,192.16,Merchant com histórico de fraudes (10.4%),1,54.76,3.509296069003359,10.42,2026-01-09 17:51
1064,76.11,🟠 ALTO,C64700533,M348934600,es_transportation,178.45,Valor acima do padrão do cliente | Merchant com histórico de fraudes (64.6%) | Valor 6.2x acima da média,2,28.93,6.167737541321378,64.57,2026-01-09 17:51
1065,76.09,🟠 ALTO,C1525483242,M85975013,es_food,27.45,Merchant com histórico de fraudes (43.9%),0,23.14,1.1862575113976874,43.88,2026-01-09 17:51
1066,76.06,🟠 ALTO,C814878326,M348934600,es_transportation,42.59,Merchant com histórico de fraudes (43.9%),0,723.6,0.05885875640823098,43.88,2026-01-09 17:51
1067,75.96,🟠 ALTO,C309334921,M1823072687,es_transportation,106.09,Merchant com histórico de fraudes (64.6%),1,28.85,3.6774121117680307,64.57,2026-01-09 17:51
1068,75.92,🟠 ALTO,C842993265,M348934600,es_transportation,89.66,Merchant com histórico de fraudes (81.9%),0,73.36,1.2221252764008876,81.9,2026-01-09 17:51
1069,75.81,🟠 ALTO,C1490416909,M348934600,es_transportation,13.11,Padrão geral suspeito detectado pelo modelo,0,302.7,0.04330994441761975,4.24,2026-01-09 17:51
1070,75.74,🟠 ALTO,C1962291095,M348934600,es_transportation,43.64,Merchant com histórico de fraudes (81.9%),0,160.67,0.2716126204542689,81.9,2026-01-09 17:51
1071,75.71,🟠 ALTO,C602096181,M1823072687,es_transportation,17.37,Padrão geral suspeito detectado pelo modelo,0,302.7,0.05738319866773875,4.24,2026-01-09 17:51
1072,75.71,🟠 ALTO,C1791903269,M348934600,es_transportation,78.87,Padrão geral suspeito detectado pelo modelo,0,299.46,0.2633765853240931,4.24,2026-01-09 17:51
1073,75.43,🟠 ALTO,C88392294,M348934600,es_transportation,221.86,Merchant com histórico de fraudes (43.9%),1,58.75,3.7762669019596746,43.88,2026-01-09 17:51
1074,75.43,🟠 ALTO,C830053540,M348934600,es_transportation,201.0,Merchant com histórico de fraudes (66.7%),0,105.56,1.9041664117909927,66.67,2026-01-09 17:51
1075,75.23,🟠 ALTO,C1242686524,M480139044,es_health,165.93,Merchant com histórico de fraudes (30.2%),0,101.54,1.6341867143364235,30.24,2026-01-09 17:51
1076,75.17,🟠 ALTO,C1181615831,M1823072687,es_transportation,127.24,Merchant com histórico de fraudes (22.8%),0,302.7,0.4203476222500333,22.77,2026-01-09 17:51
1077,75.16,🟠 ALTO,C1739071229,M348934600,es_transportation,161.66,Merchant com histórico de fraudes (7.4%),0,55.17,2.930185294149321,7.42,2026-01-09 17:51
1078,75.13,🟠 ALTO,C481253497,M1946091778,es_wellnessandbeauty,221.23,Merchant com histórico de fraudes (11.5%),1,52.94,4.17917770565203,11.47,2026-01-09 17:51
1079,75.11,🟠 ALTO,C1214587699,M348934600,es_transportation,298.31,Merchant com histórico de fraudes (6.5%),0,234.75,1.2707583276085628,6.45,2026-01-09 17:51
1080,75.08,🟠 ALTO,C297351696,M348934600,es_transportation,215.41,Valor acima do padrão do cliente | Merchant com histórico de fraudes (66.7%),2,45.71,4.712769768707365,66.67,2026-01-09 17:51
1081,75.01,🟠 ALTO,C1556912476,M348934600,es_transportation,235.56,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%),2,52.0,4.530054360652328,11.47,2026-01-09 17:51
1082,75.0,🟠 ALTO,C1127983201,M1823072687,es_transportation,42.3,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (21.0%),1,422.55,0.10010677475463117,20.97,2026-01-09 17:51
1083,74.95,🟠 ALTO,C57136184,M348934600,es_transportation,44.32,Merchant com histórico de fraudes (81.9%),0,112.01,0.39566976933247,81.9,2026-01-09 17:51
1084,74.77,🟠 ALTO,C1480064437,M348934600,es_transportation,37.01,Padrão geral suspeito detectado pelo modelo,0,302.7,0.12226552577392118,4.24,2026-01-09 17:51
1085,74.76,🟠 ALTO,C1634901253,M1823072687,es_transportation,242.47,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 5.6x acima da média,2,42.98,5.641190789727255,11.47,2026-01-09 17:51
1086,74.74,🟠 ALTO,C599960999,M348934600,es_transportation,140.47,Padrão geral suspeito detectado pelo modelo,0,502.77,0.27939355610815425,1.63,2026-01-09 17:51
1087,74.63,🟠 ALTO,C1744581762,M1823072687,es_transportation,50.54,Merchant com histórico de fraudes (66.7%),0,490.88,0.10295702067773063,66.67,2026-01-09 17:51
1088,74.45,🟠 ALTO,C1018388493,M1823072687,es_transportation,187.8,Padrão geral suspeito detectado pelo modelo,1,40.74,4.609939073460573,1.63,2026-01-09 17:51
1089,74.42,🟠 ALTO,C1309194397,M348934600,es_transportation,170.53,Valor acima do padrão do cliente | Merchant com histórico de fraudes (93.0%) | Valor 5.3x acima da média,2,32.39,5.265625170145095,92.97,2026-01-09 17:51
1090,74.33,🟠 ALTO,C332229910,M348934600,es_transportation,97.68,Merchant com histórico de fraudes (83.9%),0,33.21,2.941196950893501,83.9,2026-01-09 17:51
1091,74.31,🟠 ALTO,C825744832,M348934600,es_transportation,210.91,Merchant com histórico de fraudes (43.9%),0,104.83,2.0119880245612944,43.88,2026-01-09 17:51
1092,74.22,🟠 ALTO,C1934785516,M1823072687,es_transportation,135.27,Merchant com histórico de fraudes (66.7%),0,116.28,1.163335771049831,66.67,2026-01-09 17:51
1093,74.22,🟠 ALTO,C472989518,M348934600,es_transportation,72.64,Merchant com histórico de fraudes (83.4%),0,108.17,0.6715510604243322,83.4,2026-01-09 17:51
1094,74.14,🟠 ALTO,C1948728559,M348934600,es_transportation,448.02,Merchant com histórico de fraudes (5.1%),0,471.55,0.9500990505793491,5.06,2026-01-09 17:51
1095,74.11,🟠 ALTO,C255292461,M1823072687,es_transportation,173.77,Merchant com histórico de fraudes (7.4%),0,58.33,2.97908446804244,7.42,2026-01-09 17:51
1096,74.1,🟠 ALTO,C2126019044,M1823072687,es_transportation,153.17,Merchant com histórico de fraudes (81.9%),0,105.56,1.4510505935026186,81.9,2026-01-09 17:51
1097,73.95,🟠 ALTO,C1362863442,M151143676,es_barsandrestaurants,82.96,Merchant com histórico de fraudes (81.9%),0,41.75,1.9871118808236092,81.9,2026-01-09 17:51
1098,73.85,🟠 ALTO,C47462628,M348934600,es_transportation,139.43,Merchant com histórico de fraudes (81.9%),0,75.24,1.8530662370012083,81.9,2026-01-09 17:51
1099,73.83,🟠 ALTO,C1799527037,M348934600,es_transportation,109.45,Merchant com histórico de fraudes (22.8%),0,294.64,0.37146886670291174,22.77,2026-01-09 17:51
1100,73.75,🟠 ALTO,C251449240,M1823072687,es_transportation,5.49,Merchant com histórico de fraudes (81.9%),0,129.94,0.04224961873566962,81.9,2026-01-09 17:51
1101,73.74,🟠 ALTO,C59713083,M348934600,es_transportation,73.33,Merchant com histórico de fraudes (64.6%),0,49.93,1.4687184857748088,64.57,2026-01-09 17:51
1102,73.54,🟠 ALTO,C1690988973,M348934600,es_transportation,352.29,Merchant com histórico de fraudes (5.1%),1,108.18,3.2563800611579703,5.06,2026-01-09 17:51
1103,73.46,🟠 ALTO,C656075868,M1823072687,es_transportation,36.96,Merchant com histórico de fraudes (64.6%),0,45.42,0.8138280124666296,64.57,2026-01-09 17:51
1104,73.43,🟠 ALTO,C78938440,M348934600,es_transportation,95.16,Padrão geral suspeito detectado pelo modelo,0,577.58,0.16475547693127202,1.63,2026-01-09 17:51
1105,73.39,🟠 ALTO,C703281362,M348934600,es_transportation,237.64,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 5.8x acima da média,2,41.1,5.782522595552573,43.88,2026-01-09 17:51
1106,73.38,🟠 ALTO,C1644291222,M348934600,es_transportation,748.33,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%) | Valor 14.6x acima da média,2,51.17,14.62391268689224,83.4,2026-01-09 17:51
1107,73.32,🟠 ALTO,C1303555047,M348934600,es_transportation,72.62,Merchant com histórico de fraudes (22.8%),0,104.34,0.6959862795717291,22.77,2026-01-09 17:51
1108,73.31,🟠 ALTO,C1879341237,M348934600,es_transportation,114.47,Merchant com histórico de fraudes (7.4%),0,325.81,0.3513368612085773,7.42,2026-01-09 17:51
1109,73.23,🟠 ALTO,C1101722853,M348934600,es_transportation,78.19,Padrão geral suspeito detectado pelo modelo,0,320.29,0.24412406871354414,1.63,2026-01-09 17:51
1110,73.21,🟠 ALTO,C525158878,M1823072687,es_transportation,81.22,Merchant com histórico de fraudes (57.2%),0,177.88,0.4565999524589614,57.24,2026-01-09 17:51
1111,73.17,🟠 ALTO,C1048694975,M1823072687,es_transportation,201.52,Merchant com histórico de fraudes (43.9%),0,126.84,1.5887314935321932,43.88,2026-01-09 17:51
1112,73.13,🟠 ALTO,C2035341190,M348934600,es_transportation,172.87,Merchant com histórico de fraudes (21.0%),1,43.49,3.974571113841654,20.97,2026-01-09 17:51
1113,72.91,🟠 ALTO,C1767103563,M348934600,es_transportation,108.46,Merchant com histórico de fraudes (43.9%),0,238.34,0.4550665787453086,43.88,2026-01-09 17:51
1114,72.84,🟠 ALTO,C506565122,M348934600,es_transportation,198.0,Merchant com histórico de fraudes (43.9%),1,41.73,4.74482448702899,43.88,2026-01-09 17:51
1115,72.73,🟠 ALTO,C249907687,M1823072687,es_transportation,222.13,Merchant com histórico de fraudes (11.5%) | Valor 5.2x acima da média,1,43.06,5.158545295008032,11.47,2026-01-09 17:51
1116,72.4,🟠 ALTO,C1435256152,M209847108,es_wellnessandbeauty,141.97,Merchant com histórico de fraudes (81.9%),0,107.41,1.321716720564951,81.9,2026-01-09 17:51
1117,72.35,🟠 ALTO,C1897313368,M1823072687,es_transportation,209.4,Merchant com histórico de fraudes (11.5%),1,51.44,4.070620664150614,11.47,2026-01-09 17:51
1118,72.2,🟠 ALTO,C487569403,M348934600,es_transportation,29.67,Merchant com histórico de fraudes (43.9%),0,26.03,1.1396744172593491,43.88,2026-01-09 17:51
1119,72.17,🟠 ALTO,C1657925669,M348934600,es_transportation,51.69,Merchant com histórico de fraudes (43.9%),0,32.9,1.571258893446168,43.88,2026-01-09 17:51
1120,72.09,🟠 ALTO,C248927068,M348934600,es_transportation,347.99,Merchant com histórico de fraudes (43.9%),0,347.99,0.9999999971263542,43.88,2026-01-09 17:51
1121,72.02,🟠 ALTO,C848308923,M348934600,es_transportation,110.71,Merchant com histórico de fraudes (83.9%),0,39.06,2.8340934810913936,83.9,2026-01-09 17:51
1122,72.02,🟠 ALTO,C1584479959,M348934600,es_transportation,93.98,Merchant com histórico de fraudes (57.2%),0,108.12,0.8692283105808887,57.24,2026-01-09 17:51
1123,71.99,🟠 ALTO,C1731138845,M348934600,es_transportation,171.15,Merchant com histórico de fraudes (81.9%),0,73.67,2.3232610859089284,81.9,2026-01-09 17:51
1124,71.92,🟠 ALTO,C1484585237,M348934600,es_transportation,68.32,Merchant com histórico de fraudes (64.6%),0,83.25,0.8207023589379634,64.57,2026-01-09 17:51
1125,71.92,🟠 ALTO,C261466841,M348934600,es_transportation,46.85,Padrão geral suspeito detectado pelo modelo,0,577.58,0.08111385134752096,1.63,2026-01-09 17:51
1126,71.87,🟠 ALTO,C938819633,M1600850729,es_fashion,187.42,Merchant com histórico de fraudes (7.4%),0,136.81,1.3699541226178817,7.42,2026-01-09 17:51
1127,71.82,🟠 ALTO,C2007253908,M1823072687,es_transportation,134.35,Valor acima do padrão do cliente | Merchant com histórico de fraudes (83.4%),2,32.52,4.131938977950516,83.4,2026-01-09 17:51
1128,71.75,🟠 ALTO,C1275741147,M348934600,es_transportation,253.97,Merchant com histórico de fraudes (43.9%),0,162.43,1.563533747813254,43.88,2026-01-09 17:51
1129,71.73,🟠 ALTO,C1102464953,M1823072687,es_transportation,198.49,Valor acima do padrão do cliente,2,46.13,4.3024185003356425,4.24,2026-01-09 17:51
1130,71.73,🟠 ALTO,C1018783569,M348934600,es_transportation,168.36,Merchant com histórico de fraudes (7.4%),0,126.84,1.327306640785431,7.42,2026-01-09 17:51
1131,71.71,🟠 ALTO,C1872660217,M1823072687,es_transportation,34.72,Merchant com histórico de fraudes (81.9%),0,110.41,0.31447692564756974,81.9,2026-01-09 17:51
1132,71.39,🟠 ALTO,C1028143403,M348934600,es_transportation,109.18,Merchant com histórico de fraudes (81.9%),0,55.32,1.9736203648793595,81.9,2026-01-09 17:51
1133,71.29,🟠 ALTO,C592679392,M348934600,es_transportation,171.01,Merchant com histórico de fraudes (64.6%),0,137.7,1.2419026779818252,64.57,2026-01-09 17:51
1134,71.15,🟠 ALTO,C196806031,M1823072687,es_transportation,92.55,Merchant com histórico de fraudes (81.9%),0,75.24,1.2300170711788123,81.9,2026-01-09 17:51
1135,70.88,🟠 ALTO,C366601563,M348934600,es_transportation,118.43,Merchant com histórico de fraudes (66.7%),0,136.81,0.8656689080228138,66.67,2026-01-09 17:51
1136,70.81,🟠 ALTO,C33469777,M348934600,es_transportation,63.67,Merchant com histórico de fraudes (19.7%),0,422.55,0.15068081202428765,19.67,2026-01-09 17:51
1137,70.75,🟠 ALTO,C1355273346,M348934600,es_transportation,228.98,Merchant com histórico de fraudes (43.9%),0,216.17,1.0592711621345894,43.88,2026-01-09 17:51
1138,70.57,🟠 ALTO,C812882942,M348934600,es_transportation,249.09,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 6.3x acima da média,2,39.82,6.255818079500936,43.88,2026-01-09 17:51
1139,70.52,🟠 ALTO,C525850964,M980657600,es_sportsandtoys,79.34,Padrão geral suspeito detectado pelo modelo,0,325.81,0.24351416588004302,1.63,2026-01-09 17:51
1140,70.42,🟠 ALTO,C897612698,M692898500,es_health,120.66,Merchant com histórico de fraudes (43.9%),1,38.01,3.1744522622461937,43.88,2026-01-09 17:51
1141,70.37,🟠 ALTO,C2117938225,M348934600,es_transportation,11.1,Merchant com histórico de fraudes (11.5%),0,471.55,0.023539349719724063,11.47,2026-01-09 17:51
1142,70.32,🟠 ALTO,C1176114065,M348934600,es_transportation,270.77,Merchant com histórico de fraudes (81.9%),0,250.56,1.080637754352612,81.9,2026-01-09 17:51
1143,70.19,🟠 ALTO,C257361511,M85975013,es_food,55.62,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (21.0%),1,302.7,0.18374516464591992,20.97,2026-01-09 17:51
1144,70.18,🟠 ALTO,C2044183803,M348934600,es_transportation,319.29,Valor acima do padrão do cliente | Merchant com histórico de fraudes (36.4%) | Valor 6.7x acima da média,2,47.96,6.657724492418463,36.36,2026-01-09 17:51
1145,70.15,🟠 ALTO,C1783127345,M348934600,es_transportation,105.81,Merchant com histórico de fraudes (81.9%),1,34.78,3.042374926000074,81.9,2026-01-09 17:51
1146,70.05,🟠 ALTO,C1640022626,M348934600,es_transportation,58.14,Merchant com histórico de fraudes (81.9%),0,129.94,0.4474303885777471,81.9,2026-01-09 17:51
1147,69.87,🟠 ALTO,C1248026439,M348934600,es_transportation,187.91,Merchant com histórico de fraudes (43.9%),1,48.51,3.873933691556579,43.88,2026-01-09 17:51
1148,69.75,🟠 ALTO,C363029037,M1823072687,es_transportation,183.53,Merchant com histórico de fraudes (43.9%),0,220.49,0.8323607629904421,43.88,2026-01-09 17:51
1149,69.73,🟠 ALTO,C1332125345,M348934600,es_transportation,167.8,Merchant com histórico de fraudes (34.8%),0,172.08,0.9751278418460725,34.8,2026-01-09 17:51
1150,69.59,🟠 ALTO,C1897689911,M348934600,es_transportation,108.25,Merchant com histórico de fraudes (81.9%),0,116.98,0.9253349362708366,81.9,2026-01-09 17:51
1151,69.57,🟠 ALTO,C58432631,M1823072687,es_transportation,13.63,Merchant com histórico de fraudes (43.9%),0,213.22,0.06392458463594136,43.88,2026-01-09 17:51
1152,69.54,🟠 ALTO,C1808704110,M855959430,es_hyper,96.97,Merchant com histórico de fraudes (57.2%),0,115.13,0.8422571294752704,57.24,2026-01-09 17:51
1153,69.46,🟠 ALTO,C1090528803,M1823072687,es_transportation,167.39,Merchant com histórico de fraudes (10.4%),1,49.86,3.357155205362506,10.42,2026-01-09 17:51
